NC_027300.1	313542	313823	Contig0068051	60	-	NC_027300.1	BestRefSeq	gene	4492570	4497725	.	-	.	ID=gene107;Dbxref=GeneID:100286617;Name=gmfb;description=glia maturation factor%2C beta;gbkey=Gene;gene=gmfb;gene_biotype=protein_coding	4178747
NC_027300.1	548156	548496	Contig0004373	60	+	NC_027300.1	BestRefSeq	gene	4492570	4497725	.	-	.	ID=gene107;Dbxref=GeneID:100286617;Name=gmfb;description=glia maturation factor%2C beta;gbkey=Gene;gene=gmfb;gene_biotype=protein_coding	3944074
NC_027300.1	548209	548751	Contig0014706	60	-	NC_027300.1	BestRefSeq	gene	4492570	4497725	.	-	.	ID=gene107;Dbxref=GeneID:100286617;Name=gmfb;description=glia maturation factor%2C beta;gbkey=Gene;gene=gmfb;gene_biotype=protein_coding	3943819
NC_027300.1	548691	548925	Contig0070168	60	+	NC_027300.1	BestRefSeq	gene	4492570	4497725	.	-	.	ID=gene107;Dbxref=GeneID:100286617;Name=gmfb;description=glia maturation factor%2C beta;gbkey=Gene;gene=gmfb;gene_biotype=protein_coding	3943645
NC_027300.1	591121	591415	Contig0012980	60	+	NC_027300.1	BestRefSeq	gene	4492570	4497725	.	-	.	ID=gene107;Dbxref=GeneID:100286617;Name=gmfb;description=glia maturation factor%2C beta;gbkey=Gene;gene=gmfb;gene_biotype=protein_coding	3901155
NC_027300.1	765087	765443	Contig0019649	60	+	NC_027300.1	BestRefSeq	gene	4492570	4497725	.	-	.	ID=gene107;Dbxref=GeneID:100286617;Name=gmfb;description=glia maturation factor%2C beta;gbkey=Gene;gene=gmfb;gene_biotype=protein_coding	3727127
NC_027300.1	956068	956524	Contig0031373	60	-	NC_027300.1	BestRefSeq	gene	4492570	4497725	.	-	.	ID=gene107;Dbxref=GeneID:100286617;Name=gmfb;description=glia maturation factor%2C beta;gbkey=Gene;gene=gmfb;gene_biotype=protein_coding	3536046
NC_027300.1	1018791	1019162	Contig0048951	60	-	NC_027300.1	BestRefSeq	gene	4492570	4497725	.	-	.	ID=gene107;Dbxref=GeneID:100286617;Name=gmfb;description=glia maturation factor%2C beta;gbkey=Gene;gene=gmfb;gene_biotype=protein_coding	3473408
NC_027300.1	1237962	1238759	Contig0014959	60	+	NC_027300.1	BestRefSeq	gene	4492570	4497725	.	-	.	ID=gene107;Dbxref=GeneID:100286617;Name=gmfb;description=glia maturation factor%2C beta;gbkey=Gene;gene=gmfb;gene_biotype=protein_coding	3253811
NC_027300.1	1259786	1260125	Contig0059637	60	+	NC_027300.1	BestRefSeq	gene	4492570	4497725	.	-	.	ID=gene107;Dbxref=GeneID:100286617;Name=gmfb;description=glia maturation factor%2C beta;gbkey=Gene;gene=gmfb;gene_biotype=protein_coding	3232445
NC_027300.1	1580072	1580259	Contig0049700	60	+	NC_027300.1	BestRefSeq	gene	4492570	4497725	.	-	.	ID=gene107;Dbxref=GeneID:100286617;Name=gmfb;description=glia maturation factor%2C beta;gbkey=Gene;gene=gmfb;gene_biotype=protein_coding	2912311
NC_027300.1	1582536	1583082	Contig0009777	60	+	NC_027300.1	BestRefSeq	gene	4492570	4497725	.	-	.	ID=gene107;Dbxref=GeneID:100286617;Name=gmfb;description=glia maturation factor%2C beta;gbkey=Gene;gene=gmfb;gene_biotype=protein_coding	2909488
NC_027300.1	1582536	1583114	Contig0009447	60	-	NC_027300.1	BestRefSeq	gene	4492570	4497725	.	-	.	ID=gene107;Dbxref=GeneID:100286617;Name=gmfb;description=glia maturation factor%2C beta;gbkey=Gene;gene=gmfb;gene_biotype=protein_coding	2909456
